target,ids,date,flag,user,text
Positive,1559069331,Sun Apr 19 10:10:28 PDT 2009,NO_QUERY,elinsinders,@LuminateBand Cool! Good Luck! Plz can u send me pictures later from GMA?  It would be fun! 
Negative,1558282745,Sun Apr 19 07:53:17 PDT 2009,NO_QUERY,miamileslie,missing my sister - tears 
Negative,1559414349,Sun Apr 19 11:04:40 PDT 2009,NO_QUERY,aac74,"it's the end, see you on friendfeed  re: http://ff.im/2dNJV"
Negative,1559129720,Sun Apr 19 10:20:15 PDT 2009,NO_QUERY,rhlno,is loving the nice weather. and also misses thomas lots. 
Negative,1548345687,Fri Apr 17 20:42:00 PDT 2009,NO_QUERY,amandawilk106,"@meeshellmabelle They have a 2nd show right after, so I don't think we'll be able to  Unless we hang around Detroit for two more hours!"
Negative,1468397193,Tue Apr 07 01:25:09 PDT 2009,NO_QUERY,megasmalls,@bnish dan and i grabbed yardhouse earlier. why didn't you pirate it?! i was so disappointed 
Positive,1563919077,Mon Apr 20 00:52:29 PDT 2009,NO_QUERY,spacehotel,"@AndyTaylorSonic Like the Remixes.. and no doubt the 'proper' version when it arrives, Still like to see some photos of your studio/setup "
Negative,1563730943,Mon Apr 20 00:01:10 PDT 2009,NO_QUERY,AlexPerkasa,Uugghhhh economics. Wish you were here 
Positive,1563832343,Mon Apr 20 00:28:15 PDT 2009,NO_QUERY,ThomasGudgeon,Tweetie today!  @atebits
Positive,1468803302,Tue Apr 07 03:49:06 PDT 2009,NO_QUERY,Wakantanker,ashes to ashes is comming back ... yay 
Positive,1563814833,Mon Apr 20 00:23:30 PDT 2009,NO_QUERY,melissafun11,"finally i got the hang of this website, its amazing "
Negative,1556131374,Sat Apr 18 21:44:59 PDT 2009,NO_QUERY,BlissfulBev,I wanna get over this already.  I hate being sick 
Negative,1559004751,Sun Apr 19 10:00:04 PDT 2009,NO_QUERY,Mi8playa,My pc is shot need a new one to do research reports 
Positive,1553893040,Sat Apr 18 15:30:02 PDT 2009,NO_QUERY,lettersburning,fan says: &quot;letters burning makes me sweat&quot; ... we're not sure if that's a good thing or not... 
Negative,1676582267,Fri May 01 22:29:28 PDT 2009,NO_QUERY,kainley,"just finished making baked spring rolls for tomorrow, now im surrounded by the smell of deliciousness and i cant eat any of it yet "
Positive,1557631074,Sun Apr 19 05:13:17 PDT 2009,NO_QUERY,widderdj,I'm at work on Sunday morning 
Positive,1564106249,Mon Apr 20 01:48:23 PDT 2009,NO_QUERY,adrianbruce,@dwarlick Someone told me if you stop getting nervous when presenting then your presentation isn't fresh 
Negative,1573403116,Tue Apr 21 01:00:32 PDT 2009,NO_QUERY,IAmTheAnt,"Just got back from hospital,little brother will be staying up there.His face is a mess,he looks awful, covered in blood  Getting scans now"
Positive,1557485656,Sun Apr 19 04:24:17 PDT 2009,NO_QUERY,alison92,Getting ready to go to the pumps and pearls party to celebrate corks fashion week. 
Negative,1548554399,Fri Apr 17 21:16:45 PDT 2009,NO_QUERY,Wendythewitch,"@KimKardashian being sunburned sucks, I got blisters not long ago from a tanning bed, it was very painful, learnt my lesson "
Negative,1573347242,Tue Apr 21 00:45:30 PDT 2009,NO_QUERY,Truth21,"has finished her dissertation aaaand handed it in. now, she has essays to write, and is sat inside not enjoying the sunshine "
Negative,1563490074,Sun Apr 19 23:02:08 PDT 2009,NO_QUERY,fannywright,I wish I was tired. 
Positive,1468517602,Tue Apr 07 02:09:23 PDT 2009,NO_QUERY,shesalady,"@AbbyJeanne hahaha @ALPHABETlQUE made it much more entertaining, ryan just had a big grin on his face, and i watched through my fingers "
Positive,1563491712,Sun Apr 19 23:02:32 PDT 2009,NO_QUERY,danaerubi,I love popcorn movie nights 
Negative,1565221009,Mon Apr 20 06:13:10 PDT 2009,NO_QUERY,porsalinh,@RSdhabaddest LOL so I guess ur upset about school too  see I told u HIGH SCHOOL IS SOOOO OLD NEWS!!!!!
Negative,1572984998,Mon Apr 20 23:16:09 PDT 2009,NO_QUERY,chelsimari,Feeling like s*#$ can't sleep cause my head and body hurt sooo bad!!!! This stinks 
Negative,1677728960,Sat May 02 03:39:53 PDT 2009,NO_QUERY,gloomyle,@leightonmarissa i  need a password 
Negative,1553273127,Sat Apr 18 13:49:43 PDT 2009,NO_QUERY,elise0605,"@ComedyQueen @keza34 thats a shame, i loved him in  shameless!   Just goes to show how different these celebs are in real life!"
Negative,1469642527,Tue Apr 07 06:59:35 PDT 2009,NO_QUERY,ButterCfly,HELLOHHHH whatï¿½s up with MariahDaily....... 
Negative,1675789346,Fri May 01 20:20:04 PDT 2009,NO_QUERY,Dee2004,"Bleh my throat hurts so I guess that means I can't make an appearence tonight, sigh "
Negative,1676971458,Fri May 01 23:55:39 PDT 2009,NO_QUERY,Rads23,nice morning riding....but a shit arvo working   3 weeks in Maui can't come fast enough
Positive,1555729035,Sat Apr 18 20:31:44 PDT 2009,NO_QUERY,violet_xenia,mushaboom!  ? http://blip.fm/~4kbju
Negative,1468014191,Mon Apr 06 23:15:51 PDT 2009,NO_QUERY,alicebeneicke,Fed bokkie too many birthday treats-sicko 
Negative,1677996384,Sat May 02 05:02:23 PDT 2009,NO_QUERY,Lubop, soooooo bored peoplez talk???
Positive,1559163575,Sun Apr 19 10:25:40 PDT 2009,NO_QUERY,OliviaBondoc,"@czerinatomfiss It diiid  It was late so barely anyone was in the chat, so they could pretty much see everything   -happy-"
Positive,1559291619,Sun Apr 19 10:45:30 PDT 2009,NO_QUERY,EPMorgan,@Amy_E_W  not :S lol
Positive,1563849281,Mon Apr 20 00:32:52 PDT 2009,NO_QUERY,EverybodyKiss,@_maisy lmao!! your fun to confuse!! 
Positive,1469069448,Tue Apr 07 05:04:40 PDT 2009,NO_QUERY,xobritbabeox,I didn't have to scrape much today!  I really REALLY want to write right now. I have the dancing scene written out in my head...
Positive,1551778953,Sat Apr 18 09:57:10 PDT 2009,NO_QUERY,doqtu84,Had supposed to be at Bounce this time but he decided to enjoy ballads at home before flying 
Positive,1559069367,Sun Apr 19 10:10:28 PDT 2009,NO_QUERY,flacouple_727,we are excited to have our first follower     .. it is sunday morning and the weather is awesome...
Positive,1558292057,Sun Apr 19 07:55:06 PDT 2009,NO_QUERY,MissJewelsJ,"@Sarah2188 things  feel like this, I don't ever want to come down'think you might have liked that,we could have hung onto the balloons &amp;"
Positive,1468323666,Tue Apr 07 00:58:39 PDT 2009,NO_QUERY,lilacbutterfly,@ItsDawns Thank you I do my best  lol!!  (you 100% too) 
Positive,1551332810,Sat Apr 18 08:46:37 PDT 2009,NO_QUERY,veroMontelongo,@mileycyrus is so cute!  I would love to meet her in person.   I'm a huge fan!
Negative,1565907836,Mon Apr 20 07:48:52 PDT 2009,NO_QUERY,louisachoo,@gladgladygladys wahhhh. only left calculus.  so shioks. queue N times. Can be as aunty as you want tmr.
Negative,1469388057,Tue Apr 07 06:13:31 PDT 2009,NO_QUERY,lumosbabe,"fighting a bad swollen, painful throat and headache. "
Negative,1468227345,Tue Apr 07 00:24:54 PDT 2009,NO_QUERY,_coops_,Blimmin' heck i'm slightly tired! And i still didn't see no Otalia 
Negative,1558417807,Sun Apr 19 08:18:44 PDT 2009,NO_QUERY,stellarBELLZ,1 reason I hate the valley..... These damn mountains. My ears are poppin 
Positive,1468991059,Tue Apr 07 04:44:29 PDT 2009,NO_QUERY,littlefluffycat,"@zoecello, if they are truly friends they will understand. On the other hand, this is where invisible friends are handy.  "
Negative,1573058867,Mon Apr 20 23:33:28 PDT 2009,NO_QUERY,orezavi,ORA TNS:No Listener... even the Ora db stopped listening after last night 
Positive,1563851338,Mon Apr 20 00:33:27 PDT 2009,NO_QUERY,coupdemain,"@luishandshake the secret handshake's new album is siiiick. 'saturday' is everything that this winter outside, is not "
Negative,1553549581,Sat Apr 18 14:34:04 PDT 2009,NO_QUERY,Beefbaby,home alone and lonely 
Negative,1557554241,Sun Apr 19 04:48:22 PDT 2009,NO_QUERY,AnnRBall,@sammoran I'm so sad there's no show in washington dc this summer  I'm still hoping dh will agree to Hershey PA. Kids will miss it bunches
Positive,1548613933,Fri Apr 17 21:27:14 PDT 2009,NO_QUERY,Quimo,@jordanknight @BJoie @Mels82 @megspptc Your Seekers are patiently awaiting your tweet Please make us S.A.F.E. 
Positive,1558534846,Sun Apr 19 08:40:16 PDT 2009,NO_QUERY,Softykins,"@Seth_MacFarlane I love you Seth, you rock "
Positive,1469504351,Tue Apr 07 06:34:59 PDT 2009,NO_QUERY,confusedCoyote,@smescrater  Phone on DND and lock yer door then 
Positive,1548287140,Fri Apr 17 20:32:30 PDT 2009,NO_QUERY,Starynight268,Heading out! ! ! Loving these SUNNY days! ! ! ! 
Negative,1468468139,Tue Apr 07 01:51:12 PDT 2009,NO_QUERY,lanivishnu,@LuckyRivera and it was a great song too 
Positive,1555958693,Sat Apr 18 21:11:53 PDT 2009,NO_QUERY,kindoann,gosh...i'm 22 years old...an old lady!  thanks for all the great birthday wishes! it was a wonderful day! now it's bedtime!
Negative,1573816976,Tue Apr 21 03:00:01 PDT 2009,NO_QUERY,tweetpet,@pcnlove125  Clean Me!
Positive,1557540828,Sun Apr 19 04:43:49 PDT 2009,NO_QUERY,tom_ra,@sophietonks So hopefully more now! 
Positive,1552004972,Sat Apr 18 10:32:16 PDT 2009,NO_QUERY,brutalcupcake,"It's gorgeous outside! ? Actually got an amazing sleep &amp; feel fantastic!  To-Do: Fix torn tutu dresses, Get Passport. Let's do something~"
Positive,1468802390,Tue Apr 07 03:48:49 PDT 2009,NO_QUERY,vtmelj,@swiftkick13 I'd ALWAYS rather be drinking! 
Negative,1573147488,Mon Apr 20 23:54:52 PDT 2009,NO_QUERY,Cloudy_Kat,the cycle grows. 
Negative,1573518069,Tue Apr 21 01:32:51 PDT 2009,NO_QUERY,PoorLaur,@madeinfebruary Im free friday after 1 before night? missed u guys at fusion 
Positive,1555762085,Sat Apr 18 20:37:17 PDT 2009,NO_QUERY,Crystal067,long day of shopping !! ..time for bed 
Positive,1557062506,Sun Apr 19 01:48:17 PDT 2009,NO_QUERY,JazzyLamby,@MariahCarey LOL! you da lambs are experts! 
Positive,1556217981,Sat Apr 18 22:02:17 PDT 2009,NO_QUERY,Knightbutterfly,"@Gaelicwolf he's no Knight brother, but i wouldn't mind getting to know him "
Positive,1548284947,Fri Apr 17 20:32:10 PDT 2009,NO_QUERY,pripper,@DianaKhalil you're most welcome 
Negative,1559832871,Sun Apr 19 12:09:45 PDT 2009,NO_QUERY,sjanae,fuuuuuckkkkkkk! I just made a to do list to see how much shit I have to do..... 14 things!!!!!!! ahhhhhhhhhh I just wanna go swimming 
Negative,1557955695,Sun Apr 19 06:43:14 PDT 2009,NO_QUERY,adesigner88,Up early against my will  direct tv guy is here ugh. Need Coffee stat!!!!!
Negative,1551872356,Sat Apr 18 10:11:27 PDT 2009,NO_QUERY,BBICON,Getting ready to go to work soon 
Negative,1557392649,Sun Apr 19 03:50:14 PDT 2009,NO_QUERY,SodaSipperzx3,woke up early today...dont wanna go to school tomorrow... 
Negative,1563933950,Mon Apr 20 00:56:44 PDT 2009,NO_QUERY,idiot_glue,"Trying to find out what happened to Scott, but unsuccessful as yet  If anyone knows, please tell me."
Negative,1557763529,Sun Apr 19 05:53:35 PDT 2009,NO_QUERY,bexor,@brisneyland I know of it but I never got to watch it 
Negative,1556351927,Sat Apr 18 22:30:36 PDT 2009,NO_QUERY,suzieqtx81,having trouble sleeping tonight for some reason. 
Negative,1558265833,Sun Apr 19 07:49:57 PDT 2009,NO_QUERY,_Esme_Cullen_,@GrizzlyCullen I don't think you have ever made me think that.  Do you want one to be?
Negative,1469641005,Tue Apr 07 06:59:19 PDT 2009,NO_QUERY,dbonner,"Lost a follower, thats just upsetting  ha"
Positive,1468268259,Tue Apr 07 00:38:54 PDT 2009,NO_QUERY,matt_hunter,@desieliz don't forget you owe me eightfive dollah ho!  lol
Negative,1553612872,Sat Apr 18 14:44:23 PDT 2009,NO_QUERY,twinklestah,"@BearNoiz Shame he died  Uh, obviously. But you know what I mean!"
Negative,1559734876,Sun Apr 19 11:54:56 PDT 2009,NO_QUERY,rishpod,ouch. my throats so sore 
Negative,1564955475,Mon Apr 20 05:28:26 PDT 2009,NO_QUERY,Ladee9ball,is off to work again on little sleep. 
Positive,1469174322,Tue Apr 07 05:29:21 PDT 2009,NO_QUERY,emmiechristine,@mathisenk the format of your 'tweet' reminds me of our stint as AP Lit Sweensters multiple choice question writers 
Negative,1564112588,Mon Apr 20 01:50:24 PDT 2009,NO_QUERY,hotgossips33,"waiting for my ebay item s to finish, haven't made much cash though  "
Negative,1564179227,Mon Apr 20 02:10:45 PDT 2009,NO_QUERY,melissamahoney1,stuck in college on a day like this  gutted
Positive,1564400703,Mon Apr 20 03:18:40 PDT 2009,NO_QUERY,rodet,@martinpacker That's a nice message  Sun in BOE too - have to work now anyway
Positive,1551395898,Sat Apr 18 08:56:54 PDT 2009,NO_QUERY,dfflanders,@simon cool the more real world projects just getting up and doing live demos of their pet projects the better 
Negative,1550996343,Sat Apr 18 07:51:34 PDT 2009,NO_QUERY,kathakana,Do you want your possessions identified? No I'm still only on Level 1!!???! My Nethack Mojo has well and truly gone missing 
Positive,1556725695,Sun Apr 19 00:03:15 PDT 2009,NO_QUERY,gevaudanbeast,"Off to see the family back home later this week. Always nice to go back home for a while, but I always miss a dog, a rat, and a kat. "
Positive,1559546179,Sun Apr 19 11:25:27 PDT 2009,NO_QUERY,toricrzy,@aplusk I agree with her. So does my doctor who put me on a 28-day nutritional detox that was very successful &amp; rejeuvenating. 
Positive,1556741124,Sun Apr 19 00:07:31 PDT 2009,NO_QUERY,Destinyyyyy,"On my way home from Drews party , freaking rockstars for surrre "
Positive,1470012780,Tue Apr 07 08:05:16 PDT 2009,NO_QUERY,harry_jerry,Just spoke to dad over phone. Feel much better now. Probably the best conversation I had today. 
Positive,1556876767,Sun Apr 19 00:47:30 PDT 2009,NO_QUERY,Thick5150,"New followers, if your followin me and i`m not followin you @ me  k!"
Positive,1468820815,Tue Apr 07 03:54:36 PDT 2009,NO_QUERY,eveforhermcr_xx,@MissxMarisa Oh sounds like a top movie  Really? I don't know who that is but they should hah.
Positive,1558822544,Sun Apr 19 09:30:00 PDT 2009,NO_QUERY,jaccc,@omarHTL See you later today babe! &lt;33 Missses you so much!   stokkeedddd.
Negative,1558071228,Sun Apr 19 07:09:32 PDT 2009,NO_QUERY,KimEllis,"@Valholla yea, Street Report Mag is having a yacht party on the 24th out of Miami.  I don't recall that far back to be honest.  "
Negative,1556792548,Sun Apr 19 00:22:09 PDT 2009,NO_QUERY,MindlessParody,"@Chant3ll389 hellooos, yr not talking to me, sorry "
Negative,1468751940,Tue Apr 07 03:32:25 PDT 2009,NO_QUERY,DarrylKC,"@jphni20 Thanks, I have that one myself - haven't had time to look at it yet though  Sounds like I should!"
Negative,1553200840,Sat Apr 18 13:38:13 PDT 2009,NO_QUERY,ChiChiNicole,I burnt the tips off my fingers being a fatty this morning 
Negative,1556961838,Sun Apr 19 01:14:41 PDT 2009,NO_QUERY,princessJenna1,getting ready for work 
Positive,1557511079,Sun Apr 19 04:33:16 PDT 2009,NO_QUERY,Pea_nut,A Big HELLO to everyone who's following me on twitter! This smiley is for you guys 
Positive,1565015023,Mon Apr 20 05:39:02 PDT 2009,NO_QUERY,allyroar,@Alana_Lama hehe that made me giggle. I'm sure they will adore you. I have the mind of a child and I do 
Positive,1557388206,Sun Apr 19 03:48:31 PDT 2009,NO_QUERY,KoalaChris,@piginthepoke this is true LOL 
Negative,1469929618,Tue Apr 07 07:50:33 PDT 2009,NO_QUERY,obruchez,"2 young men with suit/tie at my door talking about God, Jesus... Took me 15 seconds to get rid of them. Poor guys... Completely lost... "
Positive,1564879481,Mon Apr 20 05:13:57 PDT 2009,NO_QUERY,MeganMcCarthy,@ZnaTrainer No problems   Now following @iGoXtreme too! 
Negative,1677322348,Sat May 02 01:29:29 PDT 2009,NO_QUERY,kissability,@CitizenSwift the screen died after two years of me trashing it  I'm sure it still works but like $140+ to fix the screen on my N95 
Positive,1553707619,Sat Apr 18 14:59:54 PDT 2009,NO_QUERY,groundsel,"@VioletDelirium Wait, she gets the indoor gig and you have the outdoor one "
Negative,1573020446,Mon Apr 20 23:24:34 PDT 2009,NO_QUERY,kristyhartman28,"i'm going to go watch stardust, because i can't sleep. "
Negative,1573307131,Tue Apr 21 00:34:53 PDT 2009,NO_QUERY,meliisavampire,Twitter is basically legal stalking...and I like it...even though I only have 7 followers. 
Positive,1563680372,Sun Apr 19 23:47:59 PDT 2009,NO_QUERY,judez_xo,@chelsea_playboy i figured it out. her name is anabelle reid lol im so smart 
Negative,1563595862,Sun Apr 19 23:27:08 PDT 2009,NO_QUERY,darerule,@rickymc33 hahaha im trying to get @aubreyODay to call me  but no such luck... hmmm imma try again 4434156058 darryl
Negative,1553179544,Sat Apr 18 13:34:50 PDT 2009,NO_QUERY,MelodyLeaLamb,"@no_crybaby_doGs Oh ,I am so sorry...I am confused about what you are asking.  Maybe go into the forums on CP. They are very helpful!"
Positive,1551713008,Sat Apr 18 09:46:49 PDT 2009,NO_QUERY,lindaaar,"I don't know why I'm soo tierd, had a great day today though..  gonna stay home and maybe watch a movie ;)"
Positive,1470069896,Tue Apr 07 08:15:26 PDT 2009,NO_QUERY,kcscrawford,"@atcrawford I think it's safe to say..you LOSE, hubby! "
Positive,1557602482,Sun Apr 19 05:04:04 PDT 2009,NO_QUERY,Silvia89,"@madmagz22 hey hun! great to see u're on twitter, too  hope u're well ;-) x"
Negative,1559867840,Sun Apr 19 12:15:07 PDT 2009,NO_QUERY,saeedjabbar,@teknodave Indeed man. I'm picking up my earbuds but no sound  #asot400
Negative,1553430832,Sat Apr 18 14:14:50 PDT 2009,NO_QUERY,Ritabebe,Meet Bingo my friends wendy puppy. He looks like my dolce right?  http://twitpic.com/3jt3b
Positive,1553802783,Sat Apr 18 15:15:12 PDT 2009,NO_QUERY,wolfrich,TT bike shakedown ride. Along the way fixed the shifting on a new Cervelo P3 ridden by  World Record holder/Gold Medalist Barb Buchan. 
Positive,1559160758,Sun Apr 19 10:25:14 PDT 2009,NO_QUERY,IsabellaMCullen,@MissRosalieHale I am glad to hear she is being good. 
Negative,1676482398,Fri May 01 22:10:39 PDT 2009,NO_QUERY,Klaushouse,"@StephanieSar  From my experience, sleeping 5-10 just makes me want to sleep more during the night. "
Negative,1563897264,Mon Apr 20 00:46:23 PDT 2009,NO_QUERY,Chris_Rock,"I seriously need to stop slacking on my iPhone development, to much damn WoW "
Positive,1469220438,Tue Apr 07 05:39:23 PDT 2009,NO_QUERY,voidet,"@mcurry My blog is back online. Had to talk to the host, dns server or something went down! Spooky results from visitors but "
Negative,1550997266,Sat Apr 18 07:51:43 PDT 2009,NO_QUERY,Rike79,thatï¿½s what I call a &quot;suboptimal&quot; sat night: going to a friend to study for an exam till we fall asleep  somebody please cheer me up !!!
Positive,1470068984,Tue Apr 07 08:15:17 PDT 2009,NO_QUERY,nocka,@darrell_schulte Thanks for the Open Source site. 
Positive,1553772842,Sat Apr 18 15:10:16 PDT 2009,NO_QUERY,stephaniedayna,Watching the rain drops &amp; thinking happy thoughts 
Positive,1548500373,Fri Apr 17 21:07:34 PDT 2009,NO_QUERY,Buddha4Buckets,@30SECONDSTOMARS writing 
Negative,1675792830,Fri May 01 20:20:31 PDT 2009,NO_QUERY,shot_of_flair,has a fussy baby on my hands  He must know his mom is a D-Bag too
Positive,1557443730,Sun Apr 19 04:08:56 PDT 2009,NO_QUERY,WL3484,"A weekend of failure computerwise for me.  Might be going down town with people tommorow, how are you guys?  "
Positive,1551681051,Sat Apr 18 09:41:50 PDT 2009,NO_QUERY,Teddi14,@shoestringing  Very  true.  My desk is a messy area...and I can be disorganized.  I do usually know where everything is though.  
Positive,1548837263,Fri Apr 17 22:07:33 PDT 2009,NO_QUERY,jenciTN,Just realized that ALL of my blip songs suddenly r unavailable... no wonder &quot;Cry Me A River&quot; kept playing over &amp; over &amp; over! 
Negative,1573645858,Tue Apr 21 02:09:42 PDT 2009,NO_QUERY,JustinBJohnson,Still at work 
Positive,1553739307,Sat Apr 18 15:04:49 PDT 2009,NO_QUERY,xChris1981,"@mileycyrus Come now to Germany? That is cool, then we see you probably now the german television often "
Negative,1556667458,Sat Apr 18 23:47:41 PDT 2009,NO_QUERY,MrMadsen,"oh, still just 8:45AM..  that's what I get for drinking a few beers and passing out at 10PM "
Positive,1557714606,Sun Apr 19 05:39:07 PDT 2009,NO_QUERY,LilyGreenXxX,@MandyyJirouxx Bye mandyy 
Positive,1556530719,Sat Apr 18 23:12:27 PDT 2009,NO_QUERY,annaosgoodby,is loving having a chill Saturday night with the roomies and listening to Needtobreathe and Shawn McDonald. Sooo good 
Negative,1573458630,Tue Apr 21 01:15:59 PDT 2009,NO_QUERY,edaulton,Just had to steal a pound from her jar for bus fare (BAD BAD BAD)!  Hope that doesn't bring me bad luck 
Positive,1553491654,Sat Apr 18 14:24:45 PDT 2009,NO_QUERY,takkie13,@alphabetania 7am and end at 9pm... I am running one! 
Positive,1556740231,Sun Apr 19 00:07:16 PDT 2009,NO_QUERY,patrick_graf,"Tonight was a goodnight, first time in a long time "
Positive,1564450557,Mon Apr 20 03:33:01 PDT 2009,NO_QUERY,0ptimist,http://tinyurl.com/dxt4on RLOL krishashok is too good   ( post http://tinyurl.com/cqec2r )
Negative,1563880594,Mon Apr 20 00:41:44 PDT 2009,NO_QUERY,PeterLukasJr,@mandistar hey. Can't sleep. 
Positive,1563619827,Sun Apr 19 23:32:51 PDT 2009,NO_QUERY,chathuraw,Wondering if he made a mistake by adding @ssudaraka to his twitter 
Positive,1564802024,Mon Apr 20 04:58:42 PDT 2009,NO_QUERY,ashbagosh,Its early. And its rainy. And i get to go home today. 
Negative,1548281575,Fri Apr 17 20:31:38 PDT 2009,NO_QUERY,FlipakaNaomi,So not wanting to work this weekend! 
Negative,1676387464,Fri May 01 21:53:58 PDT 2009,NO_QUERY,leslietherunner,Leslie is healing from a itsy bitsy spider bite. No running today   @undaunted4life
Positive,1468614284,Tue Apr 07 02:44:26 PDT 2009,NO_QUERY,ferretprincess,@MegsEggs Yes! Positivity is an excellent thing! 
Positive,1564332335,Mon Apr 20 02:58:14 PDT 2009,NO_QUERY,shadowsinstone,"@Jinxie_G M was conceived initially in 2000, solidified in 2001. So not quite that old, but you understand what I mean. "
Negative,1468681347,Tue Apr 07 03:08:03 PDT 2009,NO_QUERY,PurpleCloudz,@whykay It's lashing down here. 
Negative,1677856977,Sat May 02 04:21:26 PDT 2009,NO_QUERY,UGKisBACK,dad woke me up 
Positive,1557059961,Sun Apr 19 01:47:24 PDT 2009,NO_QUERY,ninibantoc,says Goodafternoon people. :o  http://plurk.com/p/oygzs
Positive,1558677302,Sun Apr 19 09:05:09 PDT 2009,NO_QUERY,MiSidebar,All first name with separation in it 
Negative,1469087420,Tue Apr 07 05:09:01 PDT 2009,NO_QUERY,Claudia_Dorset,@scaree No one's sent me a kiss yet! 
Positive,1555700862,Sat Apr 18 20:27:06 PDT 2009,NO_QUERY,ccsocialites,@xtrarant thank you for coming out to the bout!  Hope you had a great time.  
Negative,1677302634,Sat May 02 01:23:31 PDT 2009,NO_QUERY,BibiAzra,I don't wanna go to workkkkk! 
Negative,1551013600,Sat Apr 18 07:54:35 PDT 2009,NO_QUERY,Mark_Straeter,"IT'S SATURDAY!,... and i'm at work "
Positive,1564381393,Mon Apr 20 03:12:53 PDT 2009,NO_QUERY,StudioFairy,@theriz28 morning 
Positive,1553924915,Sat Apr 18 15:35:11 PDT 2009,NO_QUERY,reycz,just got my hair cut. :] its really short now.  but i like it. 
Negative,1557526987,Sun Apr 19 04:38:55 PDT 2009,NO_QUERY,bbyNatz,Wanna watch Grease..................... 
Negative,1677730137,Sat May 02 03:40:14 PDT 2009,NO_QUERY,XMissDonnaX,Watching marley and me in bed . Its times like these I wish I had someone to curl up with 
Positive,1558240623,Sun Apr 19 07:44:56 PDT 2009,NO_QUERY,Soundshark,@stephenfry do u have a choice for the Everton united game? I always thought you where more of a rugby fan then football based on TV 
Positive,1468683943,Tue Apr 07 03:09:00 PDT 2009,NO_QUERY,fiqaa,@mileycyrus miley!!! i luv this video!! you and mitchelmusso!!! http://www.youtube.com/watch?v=s7AjedGMd4s&amp;feature=related-!! sooo cute!! 
Negative,1468645121,Tue Apr 07 02:55:36 PDT 2009,NO_QUERY,mommamaia,Didn't want to be a tax inspector anyway 
Positive,1556216182,Sat Apr 18 22:01:56 PDT 2009,NO_QUERY,elunario,"Woke up with a smile on my face still. Lol. Tt warm feelin still lingers.  i'm late for work tho. But i dun reali care, do i? =p"
Positive,1468324565,Tue Apr 07 00:59:01 PDT 2009,NO_QUERY,metanoia75,"Need help: How do I find out which followers left, who is the most active tweeter, and other such interesting tidbits "
Positive,1563831378,Mon Apr 20 00:28:00 PDT 2009,NO_QUERY,arepty,"@tarasis I was waaayyy too intoxicated to complain  Also, I took quite a while to get ready every morning. Also, Red Bull "
Positive,1559613573,Sun Apr 19 11:36:00 PDT 2009,NO_QUERY,jonaslovatofanx,@ddlovato I LOVEEE YOUUU (: i will die &amp; come back to life if you reply to me 
Negative,1573688731,Tue Apr 21 02:22:28 PDT 2009,NO_QUERY,_Sousuke,Ooo tomorrows MegaMillions is at 130 million.... If god was real he'd give me the winning numbers ..loool dead ass tho  i need them #s
Positive,1468883598,Tue Apr 07 04:13:48 PDT 2009,NO_QUERY,katekosior,@ladyozma  Have you been over to the house?  Is everything OK?  Hope TomTom is happy. 
Negative,1564333858,Mon Apr 20 02:58:43 PDT 2009,NO_QUERY,Peterkin,Sign up for Internet World is NOT user friendly 
Negative,1468938101,Tue Apr 07 04:29:41 PDT 2009,NO_QUERY,garry1bowie,"@David_Laing I saw that, wish #Virgin would do that! "
Negative,1565362358,Mon Apr 20 06:34:23 PDT 2009,NO_QUERY,hunteremily,lost leather jacket syndrome 
Negative,1565221979,Mon Apr 20 06:13:18 PDT 2009,NO_QUERY,heylaurren,Wants to see someone 
Positive,1469109490,Tue Apr 07 05:14:23 PDT 2009,NO_QUERY,tanvicente,"@thalesbrandi uipiii, e lï¿½ vou eu... brigadu "
Negative,1557398649,Sun Apr 19 03:52:31 PDT 2009,NO_QUERY,raquelramosx,@Winniex No time right now  im packing in 5 minutes roberts packing the computer so no computer for 1 month 
Positive,1467935975,Mon Apr 06 22:53:30 PDT 2009,NO_QUERY,its4am,@RightNowRadio here's one more music to cool it down.  ? http://blip.fm/~3x99s
Positive,1468515294,Tue Apr 07 02:08:32 PDT 2009,NO_QUERY,teezyt1,"@DaTruTopShotta www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x  God Bless"
Positive,1563700769,Sun Apr 19 23:53:17 PDT 2009,NO_QUERY,lindgren07,"@ktbanks Yes, you can.  We can end this Twitter-diction TOGETHER!  Wike a hoppy fommolee. "
Positive,1559516045,Sun Apr 19 11:20:43 PDT 2009,NO_QUERY,paykan,@pkjaz  hay if U want U can send me your IM info DM me on twitter so I can add U 
Negative,1565688365,Mon Apr 20 07:20:08 PDT 2009,NO_QUERY,Ele77,work work work 
Negative,1550926132,Sat Apr 18 07:39:22 PDT 2009,NO_QUERY,laura_clarke,"doesnt want anything to change, damn growing up "
Positive,1556828377,Sun Apr 19 00:32:46 PDT 2009,NO_QUERY,Jasmin_Norris,@sleeprun Hmmm that's perceptive of you  Why do you think that?
Positive,1548913541,Fri Apr 17 22:22:44 PDT 2009,NO_QUERY,Chris_Chaos,"just read some twilight, gonna watch a movieeeee "
Negative,1678014532,Sat May 02 05:07:16 PDT 2009,NO_QUERY,miudaaa,@shampodecapante Preferia Sardines...  !!!
